station_id,station_name,timestamp,latitude,longitude,elevation_m,temperature_c,pressure_hpa,relative_humidity_pct,pressure_type,is_injected,scenario_id,scenario_type,target_class,fault_type,injection_magnitude,missing_t,missing_p,missing_rh,label,S_temporal,S_seasonal,S_change,S_multivariate,S_spatial,S_history,S_physics,C_spatial,C_temporal,C_multivariate,P_persistence,xgb_pred,rf_pred
INM00042111,DEHRADUN,2023-05-15 12:00:00,30.3167,78.0333,682.0,50.5,996.7,33.0,sea_level_pressure,True,SPIKE_DDN_001,spike,sensor_data_anomaly,spike,15.0,False,False,False,2,0.9888639123882816,1.0,1.0,0.3824208929877476,1.0,0.125,1.0,0.0,0.0,0.3,0.1,2,2
INM00042111,DEHRADUN,2023-06-10 00:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.1539015880331328,0.23999999999999985,0.0625,0.3068975246087614,0.41999999999999993,0.0,0.1,0.16000000000000014,0.9375,1.0,0.1,2,2
INM00042111,DEHRADUN,2023-06-10 03:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.18249184668204776,0.23000000000000007,0.0,0.3068975246087614,0.41999999999999993,0.0,0.1,0.16000000000000014,1.0,0.3,0.1,2,2
INM00042111,DEHRADUN,2023-06-10 06:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.18249184668204776,0.8100000000000002,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,0.1,2,2
INM00042111,DEHRADUN,2023-06-10 09:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.18504494433722962,0.9100000000000001,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-10 12:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.20345220399535158,0.8,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-10 15:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.19733868053378056,0.33000000000000007,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-10 18:00:00,,,,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.06291487275429197,0.075,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-10 21:00:00,,,,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.047850517160244355,0.1450000000000003,0.0,0.3068975246087614,0.9,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-11 00:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.047850517160244355,0.21000000000000013,0.0,0.3068975246087614,0.4699999999999999,0.0,0.1,0.060000000000000164,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-11 03:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.08347877997064002,0.23000000000000007,0.0,0.3068975246087614,0.57,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-11 06:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.008376940066925243,0.8100000000000002,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-11 09:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.9100000000000001,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-11 12:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.8,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-11 15:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.31000000000000016,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-11 18:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.075,0.0,0.3068975246087614,0.7699999999999999,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-11 21:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.11000000000000014,0.0,0.3068975246087614,0.65,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-12 00:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.18999999999999986,0.0,0.3068975246087614,0.6100000000000001,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-12 03:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.23000000000000007,0.0,0.3068975246087614,0.6100000000000001,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-12 06:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.805,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-12 09:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.8799999999999997,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
INM00042111,DEHRADUN,2023-06-12 12:00:00,30.3167,78.0333,682.0,23.5,997.4,69.0,sea_level_pressure,True,FROZEN_DDN_001,frozen,sensor_data_anomaly,frozen,1.0,False,False,False,2,0.0,0.8,0.0,0.3068975246087614,1.0,0.0,0.1,0.0,1.0,0.3,1.0,2,2
